id,事務所id,名前,本名,別名,生年月日,没年月日,出身地,血液型,身長,方言,最終学歴,師匠,出身,active,activeend,配偶者,親族,弟子,公式サイト,YouTube,
475,156,カール北川,北川薫,,1965/4/25,,東京都新宿区,,,,,,,,,,,,,,
476,53,快児,小山 快児（こやま かいじ）,,1978/7/14,,兵庫県宝塚市,O型,166cm,,大阪芸術大学芸術学部舞台芸術学科中退,,,2000/1/1,,未婚,,,https://www.sunmusicgp.co.jp/talent/kaiji/,,
477,999,カイハラ ,貝原 恵美,,1977/10/5,,岡山県,A型,151cm,,,,,2002/1/1,2009/1/1,,,,,,
478,999,祐介,我島 祐介,ゆーくん、がっちゃん,1982/9/28,,日本,B型,165cm,大分弁,,（故）蔡志豪（チャイ・ズーハオ） ‐2000年,Wing1期生,1997/1/1,,留架,結愛（長女）・悠人（長男）,,,,
479,999,愷?端徒,,かいくん,1983/2/21,,日本,o型,cm,京都弁 大分弁 台湾語,,（故）蔡志豪（チャイ・ズーハオ） ‐2000年,Wing1期生,1997/1/1,,,,,,,
480,146,カイラ ,松延 海良,,1992/11/6,,福岡県八女市,A型,175cm,,福岡教育大学卒業,,,2013/1/1,,,,,,,
481,108,ガオ?ちゃん,,,1986/5/17,,兵庫県,O型,168cm,,立命館大学卒業,,NSC大阪校31期,2008/1/1,,,,,,,
482,96,加賀翔,,,1993/5/6,,岡山県備前市,O型,174cm,,備前市立備前中学校,,NSC大阪校35期中退（加賀）,2015/1/1,,,,,https://www.maseki.co.jp/talent/kagaya,https://www.youtube.com/channel/UCW3V11YgOJ0mz886m0lrXCw,
483,999,鏡味健二郎,鈴木（すずき） 茂男（しげお）,,1935/3/21,2020/5/16,東京都台東区黒門町,,,,,鏡味時二郎,,,,,,,,,
484,999,鏡味小仙 (2代目),生駒 弥太郎,,1918/5/7,1981/12/5,,,,,,初代鏡味小仙,,,,,,鏡味仙三郎 鏡味仙之助 丸一仙翁,,,
485,999,鏡味小鉄,鏡味 多介,,1904/1/23,1987/2/16,,,,,,鏡味鉄三郎,,,,,,鏡味小次郎,,,
486,88,角田晃広,,角ちゃん,1973/12/13,,東京都,A型,172 cm,共通語,,,,1996/1/1,,既婚（離婚歴あり）,,,,,
487,16,加古川クエ,加古川 久恵（かこがわ ひさえ）,クエちゃん,,,広島県広島市,B型,158cm,,,,ワタナベコメディスクール8期,,,加古川良太,,,https://ameblo.jp/kuedesu/,,
488,108,笠原ゴーフォワード,笠原 卓（かさはらたく）,,1989/5/23,,福岡県,,,,明治大学,,NSC東京校20期,2015/1/1,,,,,,,
489,53,カジ ,鍜治 輝光（かじ てるみつ）,,1977/12/22,,千葉県千葉市,B型,180cm,,東京会計専門学校,,,1999/1/1,,,,,https://www.sunmusicgp.co.jp/talent/kaji/,,
490,108,梶剛,,,,,,,,,,,NSC大阪校22期（梶） NSC大阪校23期（勝山）,2005/7/1,2010/6/19,,,,,,
491,108,かじがや卓哉,梶ヶ谷卓哉,,1982/10/8,,神奈川県伊勢原市,O型,173cm,共通語,横浜市立横浜商業高等学校卒業,,NSC東京校14期,2008/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=6537,https://www.youtube.com/channel/UCmWVwb1NqEe1PuVf199iiw,
492,88,柏信圭吾,,,,,,,,,,,スクールJCA22期,2013/5/1,,,,,http://www.pjinriki.com/talent/underpar/,,
493,104,柏円,,,,,,,,,,,ワタナベコメディスクール17期,2012/1/1,2015/2/1,,,,,,
494,15,柏崎桃子,同じ,ももち,1979/7/31,,,A型,165cm,,作新学院高等学校美術デザイン科中退,,栃木県真岡市,2014/1/1,,,,,https://shupro.co.jp/talent/%e6%9f%8f%e5%b4%8e%e6%a1%83%e5%ad%90/,,
495,108,梶原雄太,,かじ 梶原カジサック,1980/8/7,,大阪府大阪市都島区,B型,163cm,近畿方言、標準語,,,NSC大阪校22期,1999/1/1,,園田未来子,長男・長女・次男・次女・三女,,,,
496,85,我人祥太,丹羽祥太（旧姓）,,1983/10/29,,東京都,O型,177cm,なし（共通語）,,,ワタナベコメディスクール1期,,,,,,,,
497,999,春日三球,,,,,,,,,,リーガル千太・万吉（三球） 春日目玉・玉吉（照代）,,1957/1/1,,,,,,,
498,999,春日照代,,,,,,,,,,リーガル千太・万吉（三球） 春日目玉・玉吉（照代）,,1957/1/1,,,,,,,
499,45,春日俊彰,春日 俊彰,カスミン ダディガ モアイ,1979/2/9,,埼玉県所沢市,B型,176 cm,埼玉弁、 春日語、共通語,日本大学商学部経営学科卒業,,,2000/1/1,,一般人女性（2019年）,,,https://plaza.rakuten.co.jp/tonyboyjr/,,
500,85,カステラ一番,木原　恵一 （きはら　けいいち）,,1968/11/19,,長崎県諫早市,O型,,共通語,長崎県立大村工業高等学校,コロッケ,,1990/1/1,,,,,https://ameblo.jp/kiharakei/,,
501,125,カズマ・スパーキン,常峰 一真（つねみね かずま）,,1984/2/10,,,A型,168cm,,大阪府立旭高等学校,,NSC大阪校25期,2003/1/1,,,弘兼憲史（義父） 柴門ふみ（義母）,,http://asaikikaku.co.jp/talent/profile/kazumasupaking,,
502,85,かずみん,山田 和身（やまだ かずみ）,,1973/11/12,,東京都世田谷区,O型,175cm,,,ブッチャーブラザーズ,スクールJCA3期,1994/1/1,,,市川猿紫（歌舞伎役者）,,,,
503,53,カズレーザー,金子 和令（かねこ かずのり）,カズ、カズレーザー,1984/7/4,,埼玉県加須市,O型,182cm,標準語,同志社大学商学部,,TOKYO☆笑BIZ 4期生,2007/1/1,,,,なかがわりょう（フランスピアノ）,,https://www.youtube.com/channel/UCeVfNbOctl0EXPZNXt4aRzw,
504,128,片岡鶴太郎,荻野繁雄 （おぎの しげお）,鶴ちゃん,1954/12/21,,東京都荒川区,O型,163 cm,東京弁,東京都立竹台高等学校卒業,片岡鶴八、隼ジュン,,1973/1/1,,独身（離婚歴あり）,荻野良乙（弟）,春一番、片岡つるはし、江戸一など,http://kataokatsurutaro.com/,,
505,999,片岡鶴八,片岡 保夫,,1917/7/7,1988/7/13,長野県上田市,,,,,8代目桂文楽,,,,,,片岡鶴太郎,,,
506,108,片岡正徳,,,,,,,,,,,NSC東京校9期,,,,,,,,
507,65,片桐仁,片桐 仁,ギリジン、仁ちゃん,1973/11/27,,埼玉県南埼玉郡宮代町,B型,176cm,共通語,多摩美術大学版画科,,,1995/1/1,,村山ゆき（元タレント）,,,,https://www.youtube.com/channel/UCifAzjR7Q05jXZ05nNcIilQ,
508,118,片野明隆,,,,,,,,,,,,2009/1/1,,,,,,,
509,107,ガダルカナル・タカ,井口 薫仁（いぐち たかひと）,タカさん、タカちゃん、親方、さわやかなヨゴレ、ベテランの小御所（自称）,1956/12/16,,静岡県田方郡天城湯ヶ島町（現・伊豆市）,B型,173cm,標準語,沼津学園高等学校卒業,ビートたけし,お笑いスター誕生,1979/1/1,,橋本志穂,,,,,
510,94,かっすん,五百旗頭 香澄（いおきべ かすみ）,,1986/4/4,,大阪府,,,,,,,,2009/12/1,既婚,,,,,
511,88,ガッテン森枝,,,,,,,,,,,スクールJCA7期,2004/4/1,2017/3/29,,,,http://www.pjinriki.com/pc/talent/elephantjohn/,,
512,142,勝俣州和,勝俣 州和,かっちゃん,1965/3/12,,宮城県仙台市 （静岡県御殿場市育ち）,O型,171cm,共通語、伊豆方言,日本大学文理学部国文学科中退,萩本欽一,劇男一世風靡,1987/1/1,,既婚,,,,https://www.youtube.com/channel/UCXk0HDvGpObDrE_J_bO03Q,
513,999,桂三四郎,野津 瑛司,,1982/2/24,,,,,,,六代桂文枝,,,,,,,,,
514,108,桂三度,渡邊 鐘（わたなべ あつむ）,ナベアツ、あつむ、ナベちゃん渡辺あつむ、世界のナベアツ,1969/8/27,,滋賀県高島郡安曇川町（現・高島市）,B型,174cm,大阪弁,京都産業大学経営学部中退,桂文枝 (6代目)（落語家として）,NSC大阪校10期,1991/1/1,,既婚,,,https://web.archive.org/web/20080206091435/http://atsumuwatanabe.laff.jp/,,
515,999,桂竹千代,横田（よこた） 隆宏（たかひろ）,,1987/3/17,,千葉県旭市,,,,,桂竹丸,,,,,,,https://ameblo.jp/gomennasaiyo/,,
516,999,桂竹紋,江口（えぐち） 幸久（ゆきひさ）,,1983/4/5,,熊本県菊陽町,,,,,桂竹丸,,,,,,,,,
517,108,桂文枝 (6代目),河村 静也,サニー,1943/7/16,,大阪府大阪市大正区,O型,,大阪弁,関西大学商学部中途退学,五代目桂文枝,,1966/1/1,,独身（2021年に死別）,,,http://www.yoshimoto.co.jp/bunshi/,,
518,104,加藤歩 ,,,1976/10/26,,三重県四日市市,O型,172cm,,名古屋商科大学,,NSC名古屋校5期,1999/1/1,,,,,https://www.watanabepro.co.jp/mypage/4000004/,,
519,59,加藤憲 ,,カトケンケン・カトウ（旧芸名）,1976/12/27,,東京都小平市,B型,176cm,標準語,帝京大学経済学部経済学科卒業,,スクールJCA7期,1998/1/1,,未婚,,,https://www.ddtpro.com/wrestlers/304,,
520,999,加藤浩次,加藤 浩二（読みは同じ）,狂犬,1969/4/26,,北海道小樽市,O型,176cm,共通語,北海道小樽潮陵高等学校,,劇団東京ヴォードヴィルショー,1989/1/1,,緒沢凛,,,https://82style.co.jp/,,
521,88,加藤翔平 ,,,,,,,,,,,スクールJCA14期,2008/7/1,2016/1/6,,,,http://www.pjinriki.com/talent/linear/,,
522,104,加藤誉子,,,1977/8/7,,大阪府富田林市,O型,156cm,,武庫川女子大学短期大学部,,NSC大阪校26期 ワタナベコメディスクール14期,2004/1/1,,,,,https://www.watanabepro.co.jp/mypage/40000085/,,
523,27,加藤茶,加藤（かとう） 英文（ひでゆき）,カトちゃん（加トちゃん） ヒデ坊 チャー坊,1943/3/1,,東京都世田谷区（福島県福島市育ち）,A型,163cm,共通語・福島弁,高校中退,桜井輝夫,クレージーウエスト,1961/1/1,,加藤鈴子 （1987年2003年） 加藤綾菜 （2011年）,平茂夫（伯父） 平八郎（父） 千代田照子（従姉） 平義久(従兄) 渡辺茂樹（従甥） 渡辺直樹（従甥） 南翔子（従姪） 渡邊ちこ（従甥孫）,,,,
524,108,ティ・カトウ,,,,,,,,,,ぼんちおさむ（チャド）,NSC大阪校19期（加藤） NSC大阪校21期（チャド）,1999/1/1,,,,,http://chad.jp/,,
525,999,加藤悠,加藤 悠,かとはる はるちゃんはるか 悠梨,1989/2/5,,神奈川県横浜市,AB型,154cm,,,,,,,,,,,,
526,85,加藤ミリガン,加藤 憂大（かとう ゆうだい）,,1984/5/30,,青森県,B型,186cm,,,,スクールJCA14期,2006/1/1,,,,,https://web.archive.org/web/20120622195532/http://www.genshijin.com/NewFiles/katomirigan.html,,
527,96,カトゥー,加藤 直也（かとう なおや）,,1976/1/24,,大阪府,O型,171cm,,東京経済大学経済学部経済学科,,,1997/1/1,,,,,https://www.maseki.co.jp/talent/katoo,,
528,104,門脇聡子,,,1984/9/26,,兵庫県多可郡,A型,159cm,関西弁,,,NSC大阪校26期 ワタナベコメディスクール14期,2004/1/1,2015/1/1,,,,,,
529,53,門脇のりや,門脇宣也,,1985/8/24,,三重県四日市市,O型,172cm,三重弁,青山学院大学経営学部,,,2007/1/1,,,,,https://sunmusicgp.co.jp/,,
530,117,金井貴史,同じ,,1987/2/11,,埼玉県狭山市,A型,175cm,,成蹊大学,,松竹芸能タレントスクール 20期生,2011/4/1,,,,,https://www.shochikugeino.co.jp/talents/taiiku/,,
531,999,金井俊夫,,,,,,,,,,,,,,,,,,,
532,125,金沢まさえ,,,,,,,,,,,ワタナベコメディスクール7期（まさえ）,2012/7/1,,,,,,,
533,125,金沢成江,,,,,,,,,,,ワタナベコメディスクール7期（まさえ）,2012/7/1,,,,,,,
534,108,金田哲,,さとくん,1986/2/6,,愛知県田原市,B型,178 cm,三河弁,愛知県立豊橋工業高等学校繊維科,,NSC東京校10期,2005/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=617,,
535,108,かなで,上田 奏,,1992/6/10,,東京都杉並区下井草,O型,158cm,,朋学園芸術短期大学,,NSC大阪校女性タレントコース5期（福田） NSC大阪校36期（ゆめっち） NSC東京校20期（かなで）,2017/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=6579,https://www.youtube.com/channel/UCCxFFwpXp8e1ZDUDtIk_XvQ,
536,999,金谷ヒデユキ,金谷 英孝 （かなや ひでゆき）,,1965/10/4,,,,,,,,,,,,,,,,
537,53,カニササレアヤコ,,,1994/1/26,,神奈川県,A型,164cm,,早稲田大学文化構想学部卒業,,早稲田大学お笑い工房LUDO ワタナベコメディスクール19期,2013/10/1,,,,,,,
538,117,金子学,,,1981/3/25,,新潟県中魚沼郡津南町出,A型,171cm,,立正大学,,スクールJCA13期（阿諏訪）,2009/1/1,,,,,https://www.shochikugeino.co.jp/talents/ushirocity/,,
539,999,カネシゲタカシ,金重 高志,,,,,,,,,,,,,,,,https://kaneshige.wixsite.com/comic/,,
540,117,兼島ダンシング,兼島 信茂（かねしま のぶしげ）,,1974/3/26,,沖縄県那覇市,O型,174cm,,都城高等学校,,松竹芸能タレントスクール東京校11期,2007/1/1,2013/1/1,なし,祖父：兼島信栄,,,,
541,108,兼近大樹,兼近 大樹,かねち、かねちー,1991/5/11,,北海道札幌市北区,O型,172 cm,共通語,北海道札幌北高等学校定時制中退,,NSC東京校19期,2013/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=6549,,
542,108,兼光タカシ,兼光 貴史,,1978/11/10,,大阪府交野市,B型,169cm,,阪南大学,,NSC大阪校25期,2003/6/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=606,,
543,96,狩野英孝,,英孝ちゃん50TA EIKO 東北亭櫻田さん,1982/2/22,,宮城県栗原郡栗駒町（現：栗原市）,A型,175cm,,,,,2003/1/1,,一般女性（2012年2014年）,,,https://ameblo.jp/kanoaru/,https://www.youtube.com/channel/UCDn8Lqfx0zD8hmFUg08f6w,
544,15,蛾野正洋,,,1987/2/9,,埼玉県川口市,,,,専修大学経済学部卒業,,,,,,,,,,
545,104,加納愛子,,,1989/2/21,,大阪府大阪市住吉区,B型,155cm,,,,松竹芸能タレントスクール大阪校,2010/4/1,,,,,https://www.watanabepro.co.jp/mypage/4000073/,https://www.youtube.com/channel/UC910qpzjNM0l5a7OyTskkKw,
546,125,カピパラ,,カピ、カピさん,1986/1/7,,愛知県,B型,166cm,共通語・三河弁,愛知大学法学部卒業,,現事務所直入,2007/1/1,,未婚,玉木宏（従兄弟）・木南晴夏（義従姉妹）,,http://amanwin.com/,,
547,108,釜口育,,,,,,,,,,,NSC大阪校25期生,2003/1/1,2008/1/1,,,,,,
548,108,鎌田キテレツ,,,,,,,,,,,NSC大阪校36期（宗安） NSC大阪校37期（鎌田）,,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=6654,,
549,999,上岡龍太郎,小林 龍太郎 （こばやし りゅうたろう）,,1942/3/20,,京都府京都市左京区,AB型,165cm,京都弁,京都西高校,,,1960/1/1,1968/1/1,既婚,小林為太郎（父） 小林聖太郎（実子） ミキ（甥）,大空テント 九十九一 野口小太郎 ぜんじろう,,,
550,108,上方よしお,松倉善弘,上方真一,1952/12/16,,大阪府守口市,,,大阪弁,,上方柳次・柳太,,1973/1/1,,既婚,,,,,
551,117,かみじょうたけし,上条 剛志,かみじょう,1977/12/31,,兵庫県津名郡一宮町（現淡路市）,A型,170cm,関西弁,龍谷大学文学部卒業,,,1997/1/1,,既婚,,,https://www.shochikugeino.co.jp/talents/kamijotakeshi/,,
552,999,上沼恵美子,上沼 恵美子,,1955/4/13,,兵庫県三原郡福良町（現・南あわじ市）,,,,帝国女子高等学校大和田校中退,海原お浜・小浜,,1978/7/1,,上沼真平,芦川百々子（姉） ゆじぇーろ（次男、放送作家）,,,,
553,108,上村愛 ,,,,,,,,,,,NSC東京校6期,2004/1/1,2015/4/1,,,,https://profile.yoshimoto.co.jp/talent/detail?id=3307,,
554,85,上簗裕尚,,,,,,,,,,,ワタナベコメディスクール7期,2008/1/1,2013/1/1,,,,http://www.watanabepro.co.jp/mypage/artist/tengen.html,,
555,108,亀山房代,今枝 房代,,1967/3/10,2009/11/23,三重県名張市,A型,,,相愛女子短期大学卒業,里見まさと,NSC大阪校5期,1986/1/1,2009/1/1,今枝弘一（フォトジャーナリスト）,,,,,
556,117,カモシダせぶん,鴨志田 道秋（かもしだ みちあき）,,1988/7/13,,神奈川県,B型,170cm,,,,,2006/1/1,,,鴨志田貴司、川上とも子（はとこ）,,https://www.shochikugeino.co.jp/talents/ultratoufu/,,
557,96,賀屋壮也,賀谷 壯弥,,1993/2/19,,広島県呉市,B型,178cm,,東京学芸大学,,NSC大阪校35期中退（加賀）,2015/1/1,2020/8/11,,,,https://www.maseki.co.jp/talent/kagaya,https://www.youtube.com/channel/UCW3V11YgOJ0mz886m0lrXCw,
558,94,カリカナタ,田中 利佳（たなか りか）,群馬ちゃん,1978/1/1,,群馬県,,154cm,,,,,1999/1/1,2005/9/1,,,,,,
559,108,ガリガリガリクソン,坂本 祐介（さかもと ゆうすけ）,,1986/2/19,,兵庫県伊丹市,A型,176cm,関西弁,放送芸術学院専門学校卒業,横山ジッパー（林卓也）,NSC大阪校23期,2000/1/1,2017/1/1,既婚（2021年）,,,https://profile.yoshimoto.co.jp/talent/detail?id=2887,,
560,85,カルメンおじさん,前田 博貴（まえだ ひろき）,SayYou前田 →フラメン前田 →カルメン前田（旧芸名）,1980/11/27,,福岡県,O型,178cm,,,,スクールJCA9期 TOKYO笑BIZ1期,2002/1/1,,,,,,,
561,108,河井ゆずる,河井 譲,ゆずる　ゆず兄　アニキ　関西弁アニキ　美魔女(ケンドーコバヤシ命名),1980/11/28,,大阪府大阪市,B型,177cm,関西弁,大阪市立南高等学校,,NSC大阪校26期,2003/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=3263,,https://www.instagram.com/kawaiyuzuru/
562,999,川上のぼる,川上 登,,1929/12/11,2013/9/7,京都府京都市,,,,,,,,,,,,,,
563,999,乾き亭げそ太郎,櫨木 信一（はぜき しんいち）,,1971/1/19,,鹿児島県鹿児島市,B型,174cm,,,志村けん,,1994/1/1,,,,,,,
564,108,川口清行,,,,,,,,,,,NSC東京校6期,2000/1/1,2014/1/1,,,,,,
565,95,河口こうへい,,,1980/8/6,,石川県白山市,O型,162cm,,,,第2回ホリおこしオーディション,2007/1/1,,,,,http://com.horipro.co.jp/talent/河口%20こうへい/index.html,,
566,117,川口直哉,,,,,,,,,,,大正大学コメディ研究会,2005/4/1,2014/12/6,,,,https://web.archive.org/web/20080523230024/http://www.shochikugeino.co.jp/talents/03/post62.html,,
567,95,川口英之,,,,,,,,,,,,,2009/10/1,,,,,,
568,117,川堺弥生,,,,,,,,,,,,2006/1/1,2015/1/1,,,,,,
569,108,川島章良,川島 章良,あきよし・ あきくん,1982/1/20,,埼玉県生まれ 東京都中野区育ち,A型,168cm,共通語,明海大学不動産学部第二部不動産学科,,NSC東京校10期,2005/1/1,,既婚,,,https://web.archive.org/web/20080206084820/http://akiyoshi828.laff.jp/,,
570,108,川島明,川島 明,,1979/2/3,,京都府宇治市,AB型,179cm,京都弁、共通語,京都府立莵道高等学校,,NSC大阪校20期,1997/1/1,,既婚（2015年 ‐ ）,,,,,
571,146,川島佐助,,,,,,,,,,,NSC東京校10期,2005/1/1,2016/1/1,,,,http://search.yoshimoto.co.jp/talent_prf/?id=451,,
572,85,河嶋まいこ,廣瀬 茉衣子 （ひろせ まいこ）,おかん,1988/9/17,,福岡県,O型,150cm,,ヒューマンアカデミー福岡校,,,2009/1/1,,廣瀬裕一郎,,,,,
573,999,川尻恵太,,,1981/2/4,,北海道,,,,,,,,,,,,,,
574,108,川瀬名人,川瀬 拓郎,,1984/8/11,,奈良県北葛城郡,O型,177cm,,,,NSC東京校16期,2013/4/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=3532,,
575,85,河田貴一,河田 貴正,,1964/4/23,,神奈川県,A型,,,,,時代錯誤（アイドルグループ）（1984年1987年）,1992/1/1,,,,,http://www.manzaikyokai.org/entertainer/boomer/,,
576,999,川田晴久,岡村 郁二郎 おかむら いくじろう,川田 義雄 かわだ よしお,1907/3/15,1957/6/21,,,,,,,,,,,,,,,
577,108,川田広樹,川田 広樹,川ちゃん、川田,1973/2/1,,沖縄県那覇市,A型,177 cm,共通語・沖縄弁,沖縄県立真和志高等学校,,渋谷公園通り劇場,1995/1/1,,既婚,,,https://profile.yoshimoto.co.jp/talent/detail?id=17,,
578,108,川谷修士,,,1974/5/17,,兵庫県神戸市,A型,169cm,,,,NSC大阪校12期,1994/1/1,,,,,https://ameblo.jp/hedorotten44/,,
579,108,川西賢志郎,,,1984/1/29,,大阪府東大阪市,O型,170 cm,大阪弁・河内弁,,,,2004/1/1,,未婚,,,https://profile.yoshimoto.co.jp/talent/detail?id=2884,,
580,6,河野真也,河野 真也,,1980/3/9,,大阪府,A型,171 cm,,北海道大学法学部中退,,,,,既婚,,,,,
581,108,川畑泰史,川畑 泰史,ばたやん,1967/6/22,,京都府京都市伏見区,AB型,167 cm,関西弁,京都府立桃山高等学校,,NSC大阪校9期,1991/1/1,,森内紀世（1997年2011年）,,,,,
